participant_id,cluster_id,occupation,day_surveyed,frequency_of_interaction,relationship,contact_type,total_time_contact,agecat_contact,agecat_participant,number_casual_contacts,distance_from_home,Rural
3721,37,agriculture,Thursday,At least once a week,Colleague or schoolmate,Physical,2h - <4h,35-44y olds,55-64y olds,Don't know,0,Yes
3721,37,agriculture,Thursday,At least once a week,Colleague or schoolmate,Physical,2h - <4h,10-14y olds,55-64y olds,Don't know,0,Yes
3721,37,agriculture,Thursday,At least once a week,Friend,Nonphysical,1h - <2h,25-34y olds,55-64y olds,Don't know,0,Yes
3723,37,school college university student,Thursday,Daily or almost daily,Colleague or schoolmate,Physical,>4h,5-9y olds,5-9y olds,Don't know,0,Yes
3723,37,school college university student,Thursday,Daily or almost daily,Other relative,Physical,2h - <4h,55-64y olds,5-9y olds,Don't know,0,Yes
3723,37,school college university student,Thursday,Daily or almost daily,Household member,Physical,>4h,15-24y olds,5-9y olds,Don't know,0,Yes
3723,37,school college university student,Thursday,Daily or almost daily,Colleague or schoolmate,Physical,>4h,5-9y olds,5-9y olds,Don't know,0,Yes
3727,37,school college university student,Thursday,Daily or almost daily,Colleague or schoolmate,Physical,>4h,5-9y olds,5-9y olds,Don't know,0,Yes
3727,37,school college university student,Thursday,Daily or almost daily,Colleague or schoolmate,Physical,>4h,5-9y olds,5-9y olds,Don't know,0,Yes
3727,37,school college university student,Thursday,Daily or almost daily,Colleague or schoolmate,Physical,>4h,5-9y olds,5-9y olds,Don't know,0,Yes
3727,37,school college university student,Thursday,Daily or almost daily,Colleague or schoolmate,Physical,>4h,5-9y olds,5-9y olds,Don't know,0,Yes
3727,37,school college university student,Thursday,Daily or almost daily,Colleague or schoolmate,Physical,>4h,5-9y olds,5-9y olds,Don't know,0,Yes
3727,37,school college university student,Thursday,Daily or almost daily,Household member,Physical,>4h,45-54Y olds,5-9y olds,Don't know,0,Yes
3727,37,school college university student,Thursday,At least once a week,Other relative,Physical,1h - <2h,45-54Y olds,5-9y olds,Don't know,0,Yes
3802,38,housewife,Tuesday,Daily or almost daily,Other relative,Physical,>4h,25-34y olds,65+y olds,0-9,0,Yes
3802,38,housewife,Tuesday,Daily or almost daily,Household member,Physical,>4h,15-24y olds,65+y olds,0-9,0,Yes
3802,38,housewife,Tuesday,Daily or almost daily,Other relative,Physical,>4h,5-9y olds,65+y olds,0-9,0,Yes
3802,38,housewife,Tuesday,Daily or almost daily,Other relative,Physical,>4h,35-44y olds,65+y olds,0-9,0,Yes
3802,38,housewife,Tuesday,Daily or almost daily,Friend,Physical,2h - <4h,65+y olds,65+y olds,0-9,4.7,Yes
3802,38,housewife,Tuesday,Daily or almost daily,Friend,Physical,2h - <4h,45-54Y olds,65+y olds,0-9,4.7,Yes
3804,38,school college university student,Tuesday,Daily or almost daily,Household member,Physical,>4h,35-44y olds,5-9y olds,Don't know,0,Yes
3804,38,school college university student,Tuesday,Daily or almost daily,Colleague or schoolmate,Physical,>4h,5-9y olds,5-9y olds,Don't know,0.9,Yes
3804,38,school college university student,Tuesday,Daily or almost daily,Colleague or schoolmate,Physical,>4h,5-9y olds,5-9y olds,Don't know,0.9,Yes
3804,38,school college university student,Tuesday,Daily or almost daily,Household member,Physical,>4h,15-24y olds,5-9y olds,Don't know,0,Yes
3804,38,school college university student,Tuesday,Daily or almost daily,Household member,Physical,>4h,15-24y olds,5-9y olds,Don't know,0,Yes
3804,38,school college university student,Tuesday,Daily or almost daily,Colleague or schoolmate,Physical,>4h,5-9y olds,5-9y olds,Don't know,0.9,Yes
3804,38,school college university student,Tuesday,Daily or almost daily,Household member,Physical,>4h,15-24y olds,5-9y olds,Don't know,0,Yes
3806,38,housewife,Tuesday,Daily or almost daily,Household member,Physical,>4h,25-34y olds,15-24y olds,Oct-19,0,Yes
3806,38,housewife,Tuesday,Daily or almost daily,Other,Nonphysical,>4h,35-44y olds,15-24y olds,Oct-19,0,Yes
3806,38,housewife,Tuesday,Daily or almost daily,Friend,Nonphysical,>4h,15-24y olds,15-24y olds,Oct-19,0,Yes
3806,38,housewife,Tuesday,Daily or almost daily,Household member,Physical,>4h,15-24y olds,15-24y olds,Oct-19,0,Yes
3806,38,housewife,Tuesday,Daily or almost daily,Household member,Physical,>4h,5-9y olds,15-24y olds,Oct-19,0,Yes
3806,38,housewife,Tuesday,Daily or almost daily,Other,Nonphysical,>4h,45-54Y olds,15-24y olds,Oct-19,0,Yes
3806,38,housewife,Tuesday,Daily or almost daily,Household member,Physical,>4h,15-24y olds,15-24y olds,Oct-19,0,Yes
3806,38,housewife,Tuesday,Daily or almost daily,Other,Nonphysical,>4h,55-64y olds,15-24y olds,Oct-19,0,Yes
3810,38,agriculture,Tuesday,Daily or almost daily,Household member,Physical,>4h,35-44y olds,45-54Y olds,Oct-19,0,Yes
3810,38,agriculture,Tuesday,Daily or almost daily,Other relative,Nonphysical,<15mins,35-44y olds,45-54Y olds,Oct-19,0,Yes
3810,38,agriculture,Tuesday,Daily or almost daily,Other,Nonphysical,<15mins,25-34y olds,45-54Y olds,Oct-19,0,Yes
3810,38,agriculture,Tuesday,Daily or almost daily,Other relative,Nonphysical,<15mins,25-34y olds,45-54Y olds,Oct-19,0,Yes
3810,38,agriculture,Tuesday,Daily or almost daily,Other relative,Nonphysical,<15mins,15-24y olds,45-54Y olds,Oct-19,0,Yes
3810,38,agriculture,Tuesday,Daily or almost daily,Other relative,Nonphysical,<15mins,25-34y olds,45-54Y olds,Oct-19,0,Yes
3810,38,agriculture,Tuesday,Daily or almost daily,Household member,Physical,>4h,15-24y olds,45-54Y olds,Oct-19,0,Yes
3810,38,agriculture,Tuesday,Daily or almost daily,Household member,Physical,>4h,15-24y olds,45-54Y olds,Oct-19,0,Yes
3812,38,pre-school child,Tuesday,Daily or almost daily,Friend,Physical,>4h,<2y olds,2-4y olds,0-9,0,Yes
3812,38,pre-school child,Tuesday,At least once a month,Other relative,Physical,>4h,25-34y olds,2-4y olds,0-9,0.8,Yes
3812,38,pre-school child,Tuesday,At least once a month,Other relative,Physical,>4h,25-34y olds,2-4y olds,0-9,0.8,Yes
3812,38,pre-school child,Tuesday,At least once a month,Other relative,Physical,>4h,25-34y olds,2-4y olds,0-9,0.8,Yes
3812,38,pre-school child,Tuesday,Daily or almost daily,Friend,Physical,>4h,2-4y olds,2-4y olds,0-9,0,Yes
3812,38,pre-school child,Tuesday,Daily or almost daily,Friend,Physical,>4h,2-4y olds,2-4y olds,0-9,0,Yes
3812,38,pre-school child,Tuesday,Daily or almost daily,Household member,Physical,>4h,25-34y olds,2-4y olds,0-9,0,Yes
3812,38,pre-school child,Tuesday,Daily or almost daily,Household member,Physical,>4h,5-9y olds,2-4y olds,0-9,0,Yes
3812,38,pre-school child,Tuesday,At least once a month,Other relative,Physical,>4h,2-4y olds,2-4y olds,0-9,0.8,Yes
3812,38,pre-school child,Tuesday,Daily or almost daily,Friend,Physical,>4h,2-4y olds,2-4y olds,0-9,0,Yes
3812,38,pre-school child,Tuesday,Daily or almost daily,Household member,Physical,>4h,5-9y olds,2-4y olds,0-9,0,Yes
3817,38,manual worker,Tuesday,Daily or almost daily,Other,Nonphysical,<15mins,25-34y olds,65+y olds,Oct-19,0,Yes
3817,38,manual worker,Tuesday,At least once a month,Other,Nonphysical,1h - <2h,45-54Y olds,65+y olds,Oct-19,0,Yes
3817,38,manual worker,Tuesday,Daily or almost daily,Friend,Nonphysical,<15mins,55-64y olds,65+y olds,Oct-19,0,Yes
3817,38,manual worker,Tuesday,Daily or almost daily,Other,Nonphysical,2h - <4h,15-24y olds,65+y olds,Oct-19,0,Yes
3817,38,manual worker,Tuesday,Daily or almost daily,Friend,Nonphysical,15mins - <1h,15-24y olds,65+y olds,Oct-19,0,Yes
3817,38,manual worker,Tuesday,Daily or almost daily,Friend,Nonphysical,2h - <4h,25-34y olds,65+y olds,Oct-19,0,Yes
3821,38,don't know,Tuesday,Daily or almost daily,Other relative,Nonphysical,2h - <4h,25-34y olds,65+y olds,Oct-19,0,Yes
3821,38,don't know,Tuesday,Daily or almost daily,Household member,Physical,>4h,65+y olds,65+y olds,Oct-19,0,Yes
3821,38,don't know,Tuesday,Daily or almost daily,Other relative,Nonphysical,2h - <4h,25-34y olds,65+y olds,Oct-19,0,Yes
3902,39,shop worker,Monday,At least once a week,Friend,Nonphysical,1h - <2h,35-44y olds,35-44y olds,Don't know,4.4,Yes
3902,39,shop worker,Monday,Never met before,Other,Nonphysical,15mins - <1h,25-34y olds,35-44y olds,Don't know,0,Yes
3902,39,shop worker,Monday,Never met before,Other,Physical,15mins - <1h,25-34y olds,35-44y olds,Don't know,4.4,Yes
3902,39,shop worker,Monday,Daily or almost daily,Other,Nonphysical,15mins - <1h,25-34y olds,35-44y olds,Don't know,0,Yes
3902,39,shop worker,Monday,Never met before,Other,Nonphysical,15mins - <1h,25-34y olds,35-44y olds,Don't know,4.4,Yes
3902,39,shop worker,Monday,Daily or almost daily,Household member,Nonphysical,>4h,15-24y olds,35-44y olds,Don't know,0,Yes
3902,39,shop worker,Monday,Daily or almost daily,Other,Nonphysical,15mins - <1h,35-44y olds,35-44y olds,Don't know,0,Yes
3902,39,shop worker,Monday,Never met before,Other,Nonphysical,15mins - <1h,15-24y olds,35-44y olds,Don't know,0,Yes
3902,39,shop worker,Monday,At least once a month,Other,Nonphysical,15mins - <1h,35-44y olds,35-44y olds,Don't know,0,Yes
3902,39,shop worker,Monday,Daily or almost daily,Household member,Nonphysical,>4h,10-14y olds,35-44y olds,Don't know,0,Yes
3902,39,shop worker,Monday,At least once a week,Friend,Physical,1h - <2h,35-44y olds,35-44y olds,Don't know,4.4,Yes
3902,39,shop worker,Monday,At least once a week,Other,Nonphysical,15mins - <1h,25-34y olds,35-44y olds,Don't know,0,Yes
3902,39,shop worker,Monday,At least once a month,Other,Nonphysical,15mins - <1h,35-44y olds,35-44y olds,Don't know,0,Yes
3902,39,shop worker,Monday,At least once a week,Other,Nonphysical,15mins - <1h,15-24y olds,35-44y olds,Don't know,0,Yes
3906,39,agriculture,Monday,Daily or almost daily,Friend,Nonphysical,2h - <4h,15-24y olds,55-64y olds,Don't know,0,Yes
3906,39,agriculture,Monday,At least once a month,Other,Nonphysical,>4h,15-24y olds,55-64y olds,Don't know,7.4,Yes
3906,39,agriculture,Monday,Daily or almost daily,Other,Nonphysical,>4h,35-44y olds,55-64y olds,Don't know,7.4,Yes
3906,39,agriculture,Monday,Daily or almost daily,Other,Nonphysical,>4h,25-34y olds,55-64y olds,Don't know,7.4,Yes
3906,39,agriculture,Monday,At least once a week,Other,Nonphysical,>4h,15-24y olds,55-64y olds,Don't know,7.4,Yes
3906,39,agriculture,Monday,At least once a week,Other,Nonphysical,>4h,15-24y olds,55-64y olds,Don't know,7.4,Yes
3906,39,agriculture,Monday,Daily or almost daily,Friend,Nonphysical,2h - <4h,45-54Y olds,55-64y olds,Don't know,0,Yes
3906,39,agriculture,Monday,At least once a month,Other,Nonphysical,>4h,35-44y olds,55-64y olds,Don't know,7.4,Yes
3906,39,agriculture,Monday,Daily or almost daily,Other,Nonphysical,>4h,25-34y olds,55-64y olds,Don't know,7.4,Yes
3906,39,agriculture,Monday,At least once a week,Other,Nonphysical,>4h,35-44y olds,55-64y olds,Don't know,7.4,Yes
3906,39,agriculture,Monday,Daily or almost daily,Friend,Nonphysical,2h - <4h,35-44y olds,55-64y olds,Don't know,0,Yes
3906,39,agriculture,Monday,At least once a week,Other,Nonphysical,>4h,35-44y olds,55-64y olds,Don't know,7.4,Yes
3910,39,shop worker,Monday,Daily or almost daily,Household member,Physical,>4h,35-44y olds,15-24y olds,Oct-19,0,Yes
3910,39,shop worker,Monday,At least once a week,Friend,Nonphysical,15mins - <1h,25-34y olds,15-24y olds,Oct-19,0,Yes
3910,39,shop worker,Monday,At least once a week,Friend,Nonphysical,15mins - <1h,45-54Y olds,15-24y olds,Oct-19,0,Yes
3910,39,shop worker,Monday,At least once a month,Other,Physical,1h - <2h,35-44y olds,15-24y olds,Oct-19,0,Yes
3910,39,shop worker,Monday,At least once a week,Friend,Nonphysical,1h - <2h,25-34y olds,15-24y olds,Oct-19,0,Yes
3910,39,shop worker,Monday,Daily or almost daily,Household member,Physical,>4h,5-9y olds,15-24y olds,Oct-19,0,Yes
3910,39,shop worker,Monday,At least once a week,Friend,Nonphysical,15mins - <1h,25-34y olds,15-24y olds,Oct-19,0,Yes
3910,39,shop worker,Monday,At least once a week,Friend,Nonphysical,1h - <2h,45-54Y olds,15-24y olds,Oct-19,0,Yes
3910,39,shop worker,Monday,Daily or almost daily,Friend,Nonphysical,1h - <2h,35-44y olds,15-24y olds,Oct-19,0,Yes
3913,39,school college university student,Friday,Daily or almost daily,Household member,Physical,>4h,15-24y olds,5-9y olds,Don't know,0,Yes
3913,39,school college university student,Friday,Daily or almost daily,Household member,Physical,>4h,<2y olds,5-9y olds,Don't know,0,Yes
3913,39,school college university student,Friday,Daily or almost daily,Colleague or schoolmate,Physical,>4h,5-9y olds,5-9y olds,Don't know,1.1,Yes
3913,39,school college university student,Friday,Daily or almost daily,Colleague or schoolmate,Physical,>4h,5-9y olds,5-9y olds,Don't know,1.1,Yes
3913,39,school college university student,Friday,Daily or almost daily,Colleague or schoolmate,Physical,>4h,5-9y olds,5-9y olds,Don't know,1.1,Yes
3913,39,school college university student,Friday,Daily or almost daily,Household member,Physical,>4h,2-4y olds,5-9y olds,Don't know,0,Yes
3913,39,school college university student,Friday,Daily or almost daily,Colleague or schoolmate,Physical,>4h,5-9y olds,5-9y olds,Don't know,1.1,Yes
3913,39,school college university student,Friday,Daily or almost daily,Household member,Physical,>4h,35-44y olds,5-9y olds,Don't know,0,Yes
3913,39,school college university student,Friday,Daily or almost daily,Colleague or schoolmate,Physical,>4h,5-9y olds,5-9y olds,Don't know,1.1,Yes
3913,39,school college university student,Friday,Daily or almost daily,Colleague or schoolmate,Physical,>4h,5-9y olds,5-9y olds,Don't know,1.1,Yes
3913,39,school college university student,Friday,Daily or almost daily,Household member,Physical,>4h,25-34y olds,5-9y olds,Don't know,0,Yes
3913,39,school college university student,Friday,Daily or almost daily,Colleague or schoolmate,Physical,>4h,5-9y olds,5-9y olds,Don't know,1.1,Yes
3917,39,shop worker,Monday,Never met before,Other,Nonphysical,2h - <4h,55-64y olds,45-54Y olds,Don't know,0,Yes
3917,39,shop worker,Monday,At least once a week,Friend,Nonphysical,2h - <4h,35-44y olds,45-54Y olds,Don't know,0,Yes
3917,39,shop worker,Monday,Daily or almost daily,Household member,Physical,>4h,5-9y olds,45-54Y olds,Don't know,0,Yes
3917,39,shop worker,Monday,At least once a week,Friend,Nonphysical,2h - <4h,45-54Y olds,45-54Y olds,Don't know,0,Yes
3921,39,shop worker,Monday,Daily or almost daily,Other relative,Nonphysical,>4h,25-34y olds,15-24y olds,0-9,11.5,Yes
3921,39,shop worker,Monday,Daily or almost daily,Household member,Physical,>4h,35-44y olds,15-24y olds,0-9,0,Yes
3923,39,others,Monday,Daily or almost daily,Household member,Physical,>4h,2-4y olds,5-9y olds,Oct-19,0,Yes
3923,39,others,Monday,Daily or almost daily,Household member,Physical,>4h,10-14y olds,5-9y olds,Oct-19,0,Yes
3923,39,others,Monday,Daily or almost daily,Household member,Physical,>4h,65+y olds,5-9y olds,Oct-19,0,Yes
3930,39,shop worker,Monday,Daily or almost daily,Friend,Physical,15mins - <1h,15-24y olds,15-24y olds,Oct-19,0,Yes
3930,39,shop worker,Monday,At least once a week,Friend,Physical,>4h,35-44y olds,15-24y olds,Oct-19,5.5,Yes
4002,40,agriculture,Tuesday,Daily or almost daily,Friend,Nonphysical,<15mins,35-44y olds,35-44y olds,Oct-19,4.7,Yes
4002,40,agriculture,Tuesday,Daily or almost daily,Household member,Nonphysical,2h - <4h,5-9y olds,35-44y olds,Oct-19,0,Yes
4002,40,agriculture,Tuesday,At least once a week,Friend,Nonphysical,15mins - <1h,25-34y olds,35-44y olds,Oct-19,7,Yes
4002,40,agriculture,Tuesday,Daily or almost daily,Household member,Nonphysical,2h - <4h,5-9y olds,35-44y olds,Oct-19,0,Yes
4002,40,agriculture,Tuesday,At least once a week,Other,Physical,2h - <4h,45-54Y olds,35-44y olds,Oct-19,7,Yes
4002,40,agriculture,Tuesday,Daily or almost daily,Other,Nonphysical,1h - <2h,25-34y olds,35-44y olds,Oct-19,7,Yes
4002,40,agriculture,Tuesday,Daily or almost daily,Household member,Physical,>4h,25-34y olds,35-44y olds,Oct-19,0,Yes
4002,40,agriculture,Tuesday,At least once a week,Other,Nonphysical,<15mins,25-34y olds,35-44y olds,Oct-19,4.7,Yes
4006,40,others,Tuesday,Daily or almost daily,Other relative,Nonphysical,<15mins,15-24y olds,15-24y olds,0-9,0,Yes
4006,40,others,Tuesday,Daily or almost daily,Other relative,Nonphysical,15mins - <1h,15-24y olds,15-24y olds,0-9,0,Yes
4006,40,others,Tuesday,Daily or almost daily,Other relative,Physical,15mins - <1h,15-24y olds,15-24y olds,0-9,0,Yes
4006,40,others,Tuesday,Daily or almost daily,Household member,Nonphysical,>4h,55-64y olds,15-24y olds,0-9,0,Yes
4006,40,others,Tuesday,Daily or almost daily,Other relative,Nonphysical,<15mins,15-24y olds,15-24y olds,0-9,0,Yes
4006,40,others,Tuesday,Daily or almost daily,Household member,Nonphysical,1h - <2h,65+y olds,15-24y olds,0-9,0,Yes
4010,40,agriculture,Tuesday,Daily or almost daily,Other relative,Nonphysical,15mins - <1h,35-44y olds,35-44y olds,0-9,0,Yes
4010,40,agriculture,Tuesday,Daily or almost daily,Other,Nonphysical,<15mins,25-34y olds,35-44y olds,0-9,0,Yes
4010,40,agriculture,Tuesday,Daily or almost daily,Other relative,Nonphysical,15mins - <1h,45-54Y olds,35-44y olds,0-9,7,Yes
